True Label,Answer,Prob,Prediction,Label=Prediction
0, 'this would depend on a lot of things it is like the analysis on whether or not you should receive spousal support it will depend on the ability to pay the premiums it will depend on how long you have been married it will especially depend on what kind of health insurance you or your husband have now some insurance plans allow a person to continue to pay for coverage for their ex spouse at a reasonable cost most plans provide for cobra rights where you could pay for coverage at fairly reasonable costs if this is a  long marriage and if your husband makes a lot more than you will be able to make given your health issues then the court would likely order him to provide you with coverage or to provide you with enough money as spousal support so that you can buy your own you can give me a call or send me an email with the details and i can provide a free consultation on this issue and any other questions you might have',0.005320627,0,TRUE
1, 'the answer from the missouri attorney is more correct   the differences in the answers shows the differences in state laws for non payment of rent cases',0.87573218,1,TRUE
1, 'hire an attorney to handle this for you  while it appears the da has decided not to file a case',0.51122415,1,TRUE
1, 'parody is a first amendment issue  free speechmore than a fair use issue if you want help on your legal research on fair use',0.67704517,1,TRUE
1, 'sorry to hear of your ordeal unfortunately',0.42672354,0,FALSE
0, 'your sons brothers do not qualify for followingto join',0.83521378,1,FALSE
1, 'dont quit youre entitled to maternitly disability leave when your baby is born',0.95053613,1,TRUE
0, 'i agree with my colleague you should consult an experienced immigration attorney for this matter you may schedule a consultation with an immigration lawyer in your area',0.008179588,0,TRUE
1, 'from the sound of it',0.53436041,1,TRUE
1, 'an attorney would need to read the contract your mother signed with att a long time ago and calculate the interest and penalties  yes',0.93943208,1,TRUE
0, 'to answer the first part of your question',0.76146537,1,FALSE
0, 'the statute of limitations in illinois is generally two years',0.3830409,0,TRUE
0, 'on each case she is facing the maximum punishment feel free to call me for a free consultation   elliot zarabi wwwzarabilawcom 2136127720',0.003496708,0,TRUE
1, 'this really is not a legal question',0.52544194,1,TRUE
0, 'it is not a great idea to represent yourself   you do',0.010061963,0,TRUE
1, 'if immigration finds you they will probably give you the option of leaving voluntarily  or having a judge order your deportation  talk to a lawyer',0.65187186,1,TRUE
0, 'there is no confidentiality online volunteering to answer this question does not create an attorneyclient relationship the accused is presumed innocent until proven guilty beyond a reasonable doubt the likelihood of a positive outcome exoneration or a mitigated sentence is increased with the help of an experienced criminal litigator seek out an experienced criminal litigator for a free consultation if you cannot find one on avvo',0.000569338,0,TRUE
1, 'you keep asking the same question over and over and over if this were a telephone call i would say you were harassing avvo i recommend two things 1 get a good metro court defense lawyer and b hire a competent psychologist to help you gain insight and treatment into your compulsive disorder your best bet to avoid serious jail time is treatment of a previously undiagnosed mental condition',0.90821946,1,TRUE
0, 'you could damage your claim',0.65474629,1,FALSE
0, 'it depends upon what his injury is  no doctor or hospital is going to just pay for another surgery  if there was malpractice you will have to bring suit to get recompense  if your son has been permanently injured you should do so  and you will need an attorney who is very familiar with circumcision damage cases  i would be happy to speak with you as over half my practice involves such cases  while i am not licensed in illinois i can work on such a case with an illinois lawyer  i have worked with lawyers on such issues in some 15 states  i look forward to hearing from you',0.079774715,0,TRUE
1, 'first step would be to get a second opinion',0.39603156,0,FALSE
0, 'you would have to have permission to do this we are happy to offer you a free initial consultation to talk about the case  give us a call at 4024551711 to set up a time to talk  we have been in business for almost 25 years and fight hard for the people we represent',0.00565382,0,TRUE
0, 'the rules of procedure set forth generally what is supposed to be contained in answers to complaints it may even have examples in a form appendix in addtion there are form books in libraries and on the internet research sites with examples   if you are a defendant in the case',0.59879076,1,FALSE
0, 'it sounds like you need help with money management i recommend you talk to herbert schechter at minneapolis portfolio management group here is the contact info tell them i advised you to talk to them minneapolis portfolio management group',0.003305757,0,TRUE
1, 'every attorney is different so i can only speak for myself but i do take payment plans what are you charged with when did you miss court and why did you miss court',0.44300431,0,FALSE
1, 'in illinois this is a 50 sentence so 2 cut in half minus the time in also',0.87725806,1,TRUE
1, 'bear in mind that the b1b2 visa is a visitor visa',0.88294703,1,TRUE
0, 'it is not a great idea to represent yourself   you do',0.010061963,0,TRUE
0, 'd',0.50571018,1,FALSE
1, 'yes',0.50571018,1,TRUE
0, 'i cannot give legal advise over the internet nor can i establish an attorney client relationship with you you should not assume or otherwise conclude that there is an attorney client relationship between any reader and this writer or his firm these comments are only guideposts they are not subject ot any privilege protections indeed',1.73E-06,0,TRUE
0, 'duplicate question handled earlier today',0.13140187,0,TRUE
0, 'i assume that your daughter was actually present in the store in co for the selection',0.86373812,1,FALSE
0, 'read your auto insurance policies language this is a contract that you agreed to and the insurance company only has to follow what is in the policy',0.12561974,0,TRUE
1, 'painting and such may increase the damages you will have trouble collecting',0.5257234,1,TRUE
0, 'we are sorry to hear about your issue you can find a great local lawyer to investigate the situation right here avvo has an excellent find a lawyer tool to locate a toprated attorney near you who offers a free consultation hopefully',0.000148164,0,TRUE
1, 'sorry  i would like to help if you could state your question i would be glad to do so  thanks  best regards',0.079459332,0,FALSE
1, 'well',0.50571018,1,TRUE
1, 'yes',0.50571018,1,TRUE
0, 'hire an attorney  i live and work in california and deal with accidents like yours all the time',0.20875189,0,TRUE
1, 'what you describe sounds very much like how the process works with disney employees  they get a certain number of admission tickets for their personal use that they have at least come limited ability to give to family and friends  that said',0.64061707,1,TRUE
1, 'call the prosecutors office and see if they can help you  based on what you have written this is likely a misdemeanor offense',0.62593341,1,TRUE
1, 'you will need a vaaccredited disability appeals attorney to realty make any progress w va  use avvos find a lawyer tool and check out the natl organization of veterans advocates websitethats where the serious va disability appeals attorneys can be found  there are several that are very good right in northern virginia',0.73887295,1,TRUE
0, 'if this is ventura county',0.68622851,1,FALSE
0, 'use avvo to find a local personal injury attorney best of luck',0.082570724,0,TRUE
0, 'ok  so what is it that you want help with',0.65116209,1,FALSE
1, 'were these potential errors preserved by proper objection on the record as required by the rules of evidence and appellate rules  discuss with your lawyer',0.75895691,1,TRUE
1, 'that is true however',0.73229766,1,TRUE
0, 'you should consult with an attorney',0.23614562,0,TRUE
0, 'you should contact an attorney and wed be honored to help  as the track athlete has already learned the hard way',0.23420462,0,TRUE
0, 'fault is fault sympathy has no place in it she was at fault we are happy to discuss this with you jmpknowthelawyercom or 8006knowlaw hope shes okay',0.31318268,0,TRUE
1, 'you are being notified because in new jersey an interest in real estate is deemed to have transferred to the heirs as soon as the owner dies  because you are his child',0.84769607,1,TRUE
1, 'i am an attorney licensed in the commonwealth of pennsylvania',0.74280792,1,TRUE
1, 'undocumented people usually work hard',0.62656444,1,TRUE
0, 'its actually the new charge rather than the probation violation that poses the biggest risk jail is  a definite possibility',0.90643966,1,FALSE
1, 'you are not bound by the terms of the contract where there had been damage done to your property prior to the contracted work it is a separate and distinct claim against the contractor if you have not paid the contractor for the contracted work yet you should withhold payment and negotiate for a credit against the damage caused',0.88186061,1,TRUE
0, 'i have to admit',0.43336025,0,TRUE
0, 'somehow the car with your plates  must have been picked up by a photo ticket in 2006 photo tickets get sent to the registered owner of a vehicle unfortunately getting through to the right people to try and clear this up is virtually impossible the court case has past and now the matter has gone to collections you must get this resolved or you could have problems renewing your license and registration hiring an attorney will take care of this an attorney can readily deal with this i know this seems like a waste of money but the matter will get cleared up call if you have any questions or if i can be of assistance  andrew roberts 818 5970633',0.068668708,0,TRUE
1, 'that is what it means',0.60194451,1,TRUE
0, 'you need to hire a nevada criminal attorney to handle the probation violation and the criminal charge 7028882222',0.78779918,1,FALSE
1, 'during the first two years after the judgment of divorce there is a higher standard that a party must meet if she wants to change custody andor visitation that party must prove by substantial evidence that the modification is necessary because the current custodial conditions are physically or emotionally harmful to the best interest of the child',0.96203548,1,TRUE
0, 'contact jon kreider in greensboro he has experience with these types of cases 336 4823848',0.082686059,0,TRUE
0, 'as i am certain you know',0.56036574,1,FALSE
1, 'extremely unlikely it is a violation of probation if you dont enroll at some point try and enroll now if they say you are too late put your case back on calendar for a modification to get a new report date for the class judges routinely grant them with or without a 10 avvo rating good luck hope this helps',0.7266047,1,TRUE
0, 'free consultations should be free   if the lawyer cannot answer all of your questions on the phone in a manner that you can understand',0.15529875,0,TRUE
1, 'no',0.50571018,1,TRUE
1, 'sadly',0.50571018,1,TRUE
0, 'hello',0.50571018,1,FALSE
1, 'whatever address they live in at the time when the form is filed',0.89315295,1,TRUE
1, 'it depends on a number of factors including what the childs immigration status is',0.10601267,0,FALSE
1, 'no',0.50571018,1,TRUE
0, 'yes i do this all the time for my clients i just sent them a letter last week',0.25625446,0,TRUE
1, 'when both parents agree to the name change',0.85545421,1,TRUE
1, 'im interested to know whether you were interviewed by either the police',0.58578044,1,TRUE
1, 'an institution of higher education should be able to file a cap exempt h1b  ask the immigration counselor attorney for the institution where you are intending  to work  if it is possible if the employer wants to extend a permanent job position to you at a later time',0.9826445,1,TRUE
1, 'please talk to a probate attorney to help you find out what you have',0.40747368,0,FALSE
1, 'sounds like he is in contempt of a support ordertake him back in front of the judge',0.86301804,1,TRUE
0, 'call disability rights florida at 18003420823  they might be able to help you  if you are suffering abuse',0.27553734,0,TRUE
0, 'were you ever arrested or issued a citation when the incident actually occurred if so',0.95120466,1,FALSE
1, 'i agree with mr early  they are now using drivers license records',0.91898668,1,TRUE
1, 'it is unlikely that the police would do anything more than contact you about the situation  if they do',0.25461918,0,FALSE
0, 'the first step that you should take',0.78737825,1,FALSE
1, 'in addition to the concerns that are expressed in the prior answers',0.66056055,1,TRUE
0, 'this matter will require an experienced injury lawyer',0.69541055,1,FALSE
1, 'as angry and frustrated as you must be',0.70456761,1,TRUE
0, 'duplicate question handled earlier today',0.13140187,0,TRUE
1, 'there is no way to answer this question with the information you have provided only your lawyer has a firm enough grasp on all the facts to advise you as to whether settlement is advisable as a general rule',0.36830664,0,FALSE
1, 'it is extremely rare to take depositions in family court proceedings  however',0.77195942,1,TRUE
0, 'i agree with my colleague you should consult an experienced immigration attorney for this matter you may schedule a consultation with an immigration lawyer in your area',0.008179588,0,TRUE
0, 'contact an attorney in michigan and seek a consultation',0.1073911,0,TRUE
0, 'are you talking about this one   httpwwwawkolawcomclassactionhtml  disclaimer this is not legal advice nor is it intended to be legal advice',0.099682443,0,TRUE
0, 'hello avvo',0.50425494,1,FALSE
0, 'i he your son feels better  insurance code 193 indicates that the other driver has first liberty mutual insurance company as their insurance company  the violations refer to the vehicle  traffic law section 509 refers to an issue with the drivers license a violation of section 3193 is issued when the other driver did not have his insurance card on him   it is strongly advised that you retain an attorney feel free to contact our office to discuss your sons injuries further',0.013283728,0,TRUE
0, 'unfortunately you have soft evidence to build a case',0.45731691,0,TRUE
0, 'is he entitled to itno he is not entitled to stay in homeno can you remove himyes these answers are based on the facts stated in your question we have office in davenport and offer free consults on this type of legal situations',0.070785224,0,TRUE
0, 'hi',0.50571018,1,FALSE
1, 'there is no opening of a small estate affidavit it is a document that can be prepared when the value of the estate does not exceed 100',0.90490913,1,TRUE
0, 'you may be able to get an attorney to help you with this case on contingency that means you dont pay the attorney anything until they win money for you from your landlord my firm handles many tenant cases in this way if you call us',0.27280155,0,TRUE
0, '',0.50571018,1,FALSE
0, 'burglary is the unlawful entry into a building with the intent to comit a crime it does not require forced entry you are charged with second degree burglary a serious crime but it sounds like you have a defense i am a former federal and state prosecutor and now handle criminal defense please feel free to check out my web site and contact me if you wish to retain counsel',0.001258743,0,TRUE
1, 'id suggest calling a michigan traffic lawyer local to where you got the ticket and see what they may be able to offer hope thats helpful',0.69645321,1,TRUE
0, 'the only way to get behind your question is to do a fact specific inqury i assume that you have retained counsel this is no method to get a second opionon    i cannot give legal advise over the internet nor can i establish an attorney client relationship with you you should not assume or otherwise conclude that there is an attorney client relationship between any reader and this writer or his firm these comments are only guideposts they are not subject ot any privilege protections indeed',4.31E-07,0,TRUE
1, 'if you are not authorized to work outside the campus',0.7025016,1,TRUE
0, 'you posted this nearly a day ago   whatever the technicalities in california',0.81775504,1,FALSE
0, 'you would do well to speak to someone wellversed in asset protection planning  i recommend don wallace of legacy group',0.31381804,0,TRUE
1, 'you dont deserve some of the smart answers you have received here  if your husband has earned the right to family visits it is perfectly appropriate to take the child there  and your question seems clear enough to me what do i do now  you need to retain a prison lawyer for your husband as most criminal lawyers dont know this complicated field  if you are sure you want to sue the prison look far a civil rights lawyer  the one thing the others have said that is correct is that it will be an uphill battle  the prison will assume you smuggled in the drugs  lawyer up',0.67932111,1,TRUE
0, 'your boyfriend needs to hire an attorney  from the limited facts you have listed it appears that hiring an attorney experienced in this area would be of great benefit   i would be willing to discuss the case with him or you to determine if i can help  curtis',0.31047615,0,TRUE
1, 'if there is that much equity in the house it is well worth the money to get an attorney involved to ensure you get what is owed to you unless he can refinance in his own name there is no way to escape your financial responsibility to the bank even if you sign a quitclaim deed the bank will sue you if bills arent paid it is also important to determine what your settlement agreement or jod says about the issue of the marital home as its terms will control',0.99170566,1,TRUE
1, 'you should consult with an experienced family law attorney immediately  it is impossible to answer your question without reviewing the agreement  if the agreement you signed permits her to do what she is seeking then you may be hard pressed to prevent her from exercising her vacation time as you have set forth in your question  i do not know if the agreement gives you the ability to object or veto her request if she has followed the protocol established by the agreement  if you were to file a motion to address this issue it would not be heard until august in all likelihood so it is probably not worth the money  your only remedy may be to exercise your vacation time by taking the entire month of august in the same manner she took the entire month of july',0.9979189,1,TRUE
0, 'you asked this yesterday and got a lot of good responses refer to that',0.26537967,0,TRUE
0, 'this will be a very difficult civil case  it sounds more like a matter for law enforcement   however',0.28911027,0,TRUE
1, 'you need to look into the possibility of asserting an individual claim  you will almost always come out many times better by asserting your own claims than accepting what you would receive in a class action settlement  this is especially true in the type of case you have described  you need to be aware that there are stringent time limits in opting out of a class action  if you do not opt out',0.026374575,0,FALSE
