1814326,"If you have court-ordered guardianship of your niece, then the mother will have to file a petition to terminate the guardianship in order to get her back. If she does so, then I would recommend that you hire an attorney. Unless the mother has court-ordered visitation with the child, then you don't have to let her see the child."
1820141,"Before you pay them anything, I would try to meet with a consumer attorney in your area.  This has all the hallmarks of a scam operation.  While the conduct you describe violates consumer protection laws, it also speaks of an agency which is collection proof, operates outside the bounds of the law, uses fake names, etc.   Research similar scams at the link below, and you can file a complaint about their behavior there as well.  The FTC has shut down similar scams, but it takes the resources of the federal government to chase down scammers."
1824961,"I need to know whether this is a federal case or state case and when this occurred.  But basically, the way to challenge a sentence is to file a motion to reconsider sentence and then file an appeal.  But that all depends when the conviction was.  I suggest you talk to his attorney."
1791679,"You may be eligible for humanitarian reinstatement. You will need to submit a request to the USCIS office that approved the petition. You will also need a substitute sponsor. The substitute sponsor must be (1) aU.S. citizen, national, or lawful permanent resident; (2)  at least 18 years old; and (3)  your spouse, parent, mother-in-law, father-in-law, sibling, child, son, daughter, son-in-law, daughter-in-law, sister-in-law, brother-in-law, grandparent, grandchild, or legal guardian.  I encourage you and your family to work with an attorney on the humanitarian reinstatement request."
1827317,Talk to an immigration attorney. Not all annotations made by the DOS stick.
1829707,"Well, first off, it sounds like you were constructively evicted from your apartment, due to the uninhabitable conditions.  So, from the moment those problems were found, onward, you can get back rent.  Also, you can sue them for any doctor bills.  You can also sue them for breach of contract, breach of warranty of habitability, and breach of the covenant of quiet enjoyment.  As my colleague mentioned, you can sue them for personal injury, but there are so many more ways to come at them.  Basically, if there was mold in your apartment, and it was bad enough that you got sick, please, put boot to butt to this landlord.  I am guessing this building is very old.  It sounds like it might need to be condemned.  Get an attorney and go after this guy.  Good luck!"
1788481,"When considering these issues, it may require a specialized attorney in each area - family law, trusts and estates, social security, and taxation.  Look for attorneys who are Board Certified in those specialties to get the best possible answers.  Some of the issues are also location dependent so you should consult with attorneys in your jurisdiction.  There are plenty of qualified attorneys in and around Waukesha and Milwaukee."
1824576,"Painting and such may increase the damages you will have trouble collecting, but will not instill ownership on the tenant."
1804081,"You can work while you collect early retirement, but you have to be very careful about it. For any full-year that you are retired after reaching age 62 and before full-retirement age, you can earn up to $15,480 (in 2014, the number changes each year). If you elect retire early mid-year (any time after January), and you have already earned more than the annual limit, you can only receive retirement benefits in any month that your earnings are less than $1290 (again this number changes each year). If you go over $1290 in any month, you are not entitled to retirement benefits in that month. (See retiring mid-year rule: http://www.ssa.gov/retire2/rule.htm).  If your retirement is starting in January of the calendar year (or for any year after your first year of retirement), and you are under full-retirement age, you are permitted to earn up to $15,480 for the full year in 2014. Once you make more than $15,480, $1 is deducted from your benefit for ever $2 you earn. Social Security will ask for an estimate of your earnings for the year (and if you are remaining at the same job and number of hours as before retirement, will use your prior year earnings), and if you are over $15,480, they will withhold the money from benefits payable in the beginning of the year.   So if you plan to make $25,480, you would be $10,000 above the earnings limit for the year, so $5,000 will be withheld from your benefits. Instead of waiting for you to actually earn the money during the year, the first $5,000 of your Social Security retirement benefits would be withheld. If you are entitled to $1,000 per month, this means that you would not receive benefits for the first 5 months of the year, and although you are retired, you would only receive benefits starting in June of the year based on your estimated earnings.   My recommendation is to schedule an appointment with Social Security to discuss retirement with a claims representative. Have your most recent pay stub available, and also have an estimate available of the amount that you plan to make after you retire. Based on this information, a representative should be able to explain how your retirement would be impacted. Once you have that information, if you still have questions, contact a financial planner/estate attorney to decide what makes most sense for you.  Sorry for the long answer, but this is a much more confusing issue that it would initially appear. Once you reach full retirement age (age 66 if you were born in 1947 or 1948), you are able to make up to $41,400 in that calendar year in the months prior to your birthday, and an unlimited amount after your birthday. Again, please remember that these numbers change each year. All the dollar amounts I have provided are for 2014 only."
1825159,"First step would be to get a second opinion, NOT for purposes of any claim, just for your health.   There can be unfortunate complications from lens implant surgery.    Get treatment, establish care with a new doctor, then I suggest you seek counsel with a florida malpractice attorney.  Good luck."
1794270,It sounds as if you may be correct and you need a litigator to fight and overturn the trust that was signed by your dad.  The attorney can tell you all the signs of a coerced signing.
1792402,"It would be very unusual for an attorney to fail to show up for a scheduled hearing.  If they do fail to show up, you are within your rights to proceed without counsel but I would not recommend it.  If this is a local attorney perhaps you can go to their office and confirm with the staff that it is on the schedule.  If not, a postponement and a new lawyer are called for."
1798618,"You should meet with a lawyer that focuses some of their efforts on ""legal malpractice"" (if you google you can find numerous local practitioners) and schedule a free initial consultation with them to have your case reviewed in more detail. You can get an evaluation of your civil cause of action against the lawyer, as well as some information on the process of filing a state bar grievance against the lawyer. In some cases you might want to proceed down one path, or both simultaneously depending on your objectives and desired outcome. Best of luck"
1815694,"It is the value of the IRAS at date of separation but the CP interests apply only during the time of the marriage.  If you agree to this division, I don't see why the court would not sign off on this in our final judgment as long as you believe it to be fair.  I suggest you have this reviewed, as to your interests, by another attorney prior to signing."
1813381,"What is your court order monthly or is it just to enter into negotiations? your original contract governs the terms of your loan until you have another lawfully entitled to different monthly amount. What right do you have to any other amount at this time? The court cannot change the mortgage payments on your residence on a first mortgage that will exist following plan completion. Thus, you don't indicate any right you have to a lower monthly plan payment than the mortgage. Why would your attorney put in an amount also different than the contract payment..I don't understand! Good luck. If two parties cannot agree, absent any right to a different monthly payment, the contract governs.. You cant buy a car and then demand your payments be lowered!"
1800339,Obtain all your records and contact a medical malpractice lawyer immediately.
1810507,"Your number one priority is to try and get your daughter back right away.  You need to figure out a way to obtain funds to go pick her up.  After this, you will need to get an attorney to file a case and get court orders in place regarding parenting time.  It is much better for everyone involved if there is a set parenting schedule so that you are never worrying about whether or not the other parent will follow through with agreements made.  If he is unwilling to give her back, you need to file a case immediately in Colorado, and it would behoove you to use an attorney to do this.  The more time that passes, the less likely it is you will get orders in your favor."
2615198,"There is no statute regarding drive time for parenting time. If the two of you cannot agree, the judge will make the decision."
1794491,"I am sorry for your medical troubles. You should know that there are strict deadlines for filing a medical malpractice claim. Gather your medical records and consult a MO personal injury ASAP.  Best of luck,  Doc Shah  Zaheer A. Shah, MD, JD Attorney-at-Law, Physician shahinjurylaw.com"
1828863,"Unless within the last 6 years the friend or her  husband has promised in writing to repay you, your right to sue expired many years ago if this event  happened in WA.  In WA, generally, a lawsuit based on a written agreement must be brought to court within 6 years of the last triggering event. A lawsuit based on an agreement that is not written down must be brought within 3  years. When the time starts and stops running is often a main dispute in a lawsuit.  Moreover, you likely has a statute of frauds problem. That is, in your type of case, the agreement must be written down or the court will dismiss it.  You can review the specific facts with your attorney to see whether you have any legal options."
1815895,"Only the court can make authorize this. Essentially, the plaintiff (landlord) would dismiss your brother in law and add your ex-husband.  Since your ex-husband was not party to the case originally, he will need to be served with the lawsuit and given the opportunity to respond to the lawsuit, before any judgment can validly apply. He will have the defense that he was not on the contract, which may mean the landlord cannot get a judgment against him. Thus, the outcome you desire is unlikely to occur, because then the landlord would get nothing for the unpaid rent.  Your brother in law should consult with an experienced debt collection defense attorney to get this resolved and behind him. The judgment presently hangs over his head, making him unable to buy any real estate, refinance a home he may own, and always worried that the collection attorney will levy the funds in his bank account or garnish his wages with this unpaid judgment. The judgment can last for many years, even decades, until satisfied.  By: Robert Stempler (please see DISCLAIMER below)  CONSUMER LAW OFFICE OF ROBERT STEMPLER  A Professional Law Corporation"
1799535,"Most likely, if you have not ever made payments on either of these in the last 6 years, the Statue of Limitations has expired . You certainly do not want to make any payments now . You may actually have a claim for a violation of the Fair Debt Collections Practices Act, if you received a demand letter threatening to do anything which the collector can not legally do ( such as threatening to sue, if the Statue of Limitations has expired). You should consult with an experienced local attorney practicing consumer debt collection defense before making any sort of payment or resolution. You can also request that the attorney provide verification of the debt , including the dates when incurred and any payment history.  It maybe that they filed a complaint against you and got a judgment , a judgment is good for 8 years and can be renewed. If they already have a judgment  you may benefit from a consultation with an experienced local bankruptcy attorney."
1798336,"Your fact pattern left out an important fact that may change things.   Did you pay the security deposit and/or first months rent?  If you did not pay the security deposit and have not given the landlord a penny, AND YOUR LEASE also says a security deposit is required, you may not have yet completed the terms of the lease so the lease   might not yet be valid.   So you still might have a way to get ""out"" if you have not actually gotten ""in"" to the lease fully.   It truly does depend on all the terms of the lease.   Otherwise it is best to explain the situation as soon as possible to the landlord so they can try to get someone else in there ASAP to mitigate the situation.   Hopefully that helps!"
1799802,"The summons may be facially insufficient but you should have an attorney review the summons as well as any additional supporting depositions. Most attorneys offer a free consultation, so you have nothing to lose."
1810489,"More information is needed. There is no degree ""n"" that I know. if the charge was doengraded it is not a ""crime"" (felony in other states) and ended below a 4th degree. The arrest on the CCH will likely show a crime but the final dispostiotn will be for a DP."
1825016,"If your family is overseas, then you are correct in not filing form I-485 for them. After the I-130 is approved, the NVC will send you the instructions for the next step in the process. After you have complied with that, then your family will be called in for an interview at the consulate/embassy. You mention that you are overseas too, as I understand. Make sure you have proof that you are domiciled in the U.S. not to create problems. For affidavit of support purposes you must be domiciled in the U.S. Also, watch out for ""age out"" issues for the child(ren) who are about to turn 21. I would highly recommend that you talk to a competent immigration attorney to safeguard all your and your children's rights."
1827890,"I take it he was convicted after a trial and not by entering a plea of guilty or no contest.  Mr. Dane is correct about the timing for filing the appeal.  Usually, a judge will inform you of your appellate rights after the sentencing.  Often the lawyer who represented him at trial will offer to file the Notice of Appeal for the client, listing the client as ""pro per"" as the appeal is not part of a trial retainer.  If he used the Public Defender, they may be appointed to do the appeal.  Remember, there has to be grounds for the appeal, such as an error by the Judge in admitting evidence or improperly instructing the jury.   If he pled to the charge, it is an entirely different process as he will have to file a Motion to Withdraw the plea; again needing some legal grounds, such as ineffective counsel.   Appeals can be expensive as the appellate lawyer has to read the entire transcript to find the errors. It would be helpful to know what the charge was and how long the trial lasted, not including the jury deliberations."
1805645,"If you want to settle insurance companies are always willing to discuss a settlement figure.  As for the effects of the QME report, it just means that the doctor disagrees with the treater. If your employer is currently accommodating your work restrictions and can continue to do so then you will not get TTD but continue to work. If not then you may get TTD depending on whether the insurance carrier accepts the qme's findings.  You should sit down and talk to an attorney about your options."
1818285,"This appears to be a criminal matter. If the check was paid to the order of you, in whole or in part, taking all of it is fraud. Now the bank was in error for allowing her to deposit it, if she deposited it without your signature and/or into an account that did not have your name on it. But it appears to be a police matter."
1794742,Sometimes a judge can grant an extension depending upon how much probation you had in the first place.  It might be worth filing a motion for a sentence modification and paying the fine if you can.  500 hours is hefty.
1912640,"Virginia does not have anything called an Adjournment in Contemplation of Dismissal.  However, Virginia does have the same concept (deferral with terms followed by an eventual dismissal), it is just known by a different name and does not apply in all cases.  This sort of disposition is extremely favorable, as it essentially allows for a dismissal even though the accused is in fact guilty of the alleged offense, and it is the sort of outcome that an experienced Virginia Criminal Defense Attorney can work out in certain cases.  One thing you should know is that in Fairfax County the prosecuting attorneys do not speak with unrepresented people so there is absolutely no opportunity to negotiate the case with a prosecuting attorney unless you hire counsel to represent you.  In a few select types of cases, the Court may offer this type of disposition to folks without counsel, but I strongly recommend having the assistance of counsel to ensure you get the best possible result.    Best of luck to you."
1785104,You need to talk to a lawyer.  Strategy needs to be decided upon based on the facts.  Usually with the motion pending they will agree to some discussions about possible settlement.
654367,Sounds like you went to a settlement mill to me. There is no way to get policy limits unless the defendant insured agrees or to file suit. I always request an affidavit from an insurance company before accepting their representation of policy limits.
1830253,"That is a standard provision in many contingency retainer agreements.  Some attorneys will advance the costs for you and then deduct them from any later recovery.  Some attorneys won't advance costs.  It most likely depends on the case and the amount of work involved.  It is impossible to say whether the associate leaving the firm had anything to do with the attorney asking for costs now.   This attorney was willing to take a chance on your case by putting in his time and effort to get some money for you both.  He is asking you to contribute by paying some of the costs.  Not an unusual request.  If you don't like it, you could try and find another attorney to take your case."
1819051,"You should prepare a lodger agreement with your boyfriend and have him sign it.  The lodger agreement grants him use of the premises as a lodger, and gives you rights to summarily have him removed if the time comes and you need him out of your house.  This way he cannot claim some kind of cohabitation or domestic partnership exists.  This is an Australian version, but its sufficient to do the job quite frankly. A lodger is someone who rents your home while you live in it. A tenant typically has exclusive possession of the premises. See like below:  https://www.uow.edu.au/content/groups/public/@web/@accomm/documents/doc/uow072147.pdf"
1817968,"There is no such time restriction on testing. It would be entirely unworkable. There aren't enough labs in the whole country to test the alleged drug samples pick up in a single state. Even if the substance itself is not admissible. The officer can testify that you told him. In any interaction with the police you should keep two things in mind: (1) police can, do, and allowed to lie to you; and, (2) the only intelligent thing you can say to the police is that you are exercising your rights to silence and counsel. Then, be quiet.   Whether an attorney is competent has nothing to do with whether the attorney is a public defender. There are bad eggs in both camps. If you have the means to hire your own attorney, it's generally a good idea. That way you can vet them and make sure you get one you trust."
1826243,Generally employers must show they made a legitimate business decision to discharge the employee. If the employer thought the material was inappropriate for the workplace then that is probably good enough. The stronger argument for you is likely that the employer did not follow its normal disciplinary procedures by discharging you over this single issue.
1793605,"Under Tennesse law , there is no set period that the police can hold you before making bond. It varies by each county ."
1824703,You can sue the drs estate and the drs employer (the va). You should speak to a lawyer immediately as you maybe doing harm to your case in the actions you're undertaking by yourself.  This lawsuit maybe worth a lot of money if the allegations you're alleging are true. The dr may have a history of complaints. Obviously the VA will not be of any help to you in this case. You must get a personal injury attorney.  Good luck
1816202,No-not unless they will release them.
1824191,"You can contest the debt with the credit bureaus. If the debt cannot be verified, it will fall off earlier.  You can wait the full 7 years and it has to drop off at that point.  With respect to settling, two things will happen:  1. The debts you settle for less than what's owed will be reported as paid less than what's owed on your credit report, UNLESS you dispute the debt and make an offer in compromise, and the creditor agrees to report it as discharged through payment.  2. If you settle for less than what's owed, they will issue a 1099C for all amounts over $600 and you may owe taxes on the amounts not collected and paid. Unless its reported as a compromise and discharged through payment.  Many attorneys can negotiate a resolution for you. Click on ""Find a Lawyer"" above to locate an attorney in your area who handles debtor/creditor relations."
1962606,"Generally no, but ask your lawyer, but as an answer has been filed it is very doubtful that a default would have gone through or been determinative of the parties rights.  The normal response for an application for default is for the opposition party to file an answer, ""curing"" the default.  If you do not trust your lawyer find another one, and stop attempting to do your lawyer's job or second guessing."
1785620,"Illinois and most states deny benefits to employees in three situations: 1) if the unemployment is caused by the person going out on strike in a labor union situation (this is not you); 2) where the person voluntarily abandon's their job (except in certain limited circumstances) (again this is not you), and 3) where the employee has engaged in ""misconduct."" Misconduct means something really bad - like not following a safety rule, and doing something like theft, or embezzlement - something really awful. it sounds like they are going to assert the theft defense against you. So you will have to show that you did not steal anything and that employee theft was not the real reason you were terminated. That you were fired for some other reason - personality conflict, something along those lines."
1810370,"I am sure that a lot of the contract uses boilerplate terms and provisions already ""borrowed"" from other contracts, so most of it would not be subject to any sort of copyright.  Those which were specifically drafted to address a unique set of circumstances may arguably be subject to some sort of claim, but my experience is that you will only face a lawsuit if you copy the contract, formatting, logos, conceptual imagery and marketing look wholesale and pass it off as your own--in such circumstances, you are essentially stealing their branding and may cause consumers to confuse you with them.  You should meet with a lawyer and spend a little money to set yourself up and address the legal issues unique to your business where you wish to operate.  Then, you will end up with a contract all your own."
1812402,"The answer to your question in short is Yes it is possible. However, I would strongly suggest you meet with an attorney to discuss the legal options available to you to transfer your case from WI to MI to allow a MI court to have jurisdiction over your current custody order."
1824210,"What should you do?  Run, don‰Ûªt walk, to a maritime attorney.  Really!  You cannot afford to wait because there is a short period during which you can limit your liability to the value of your wrecked jon boat, motor, gear, and equipment.  That period started when you first received written notice that the ""buddy"" had a potential claim against you and that the amount of this claim could exceed the value of your wreckage.  Your question was posted at Green Cove Springs and asks about the St. Johns River.  Green Cove Springs is located on that river about half way between Jacksonville and Palatka.  The St. Johns River and its tributaries are subject to the ebb and flow of the tide all the way to Lake George just upstream of Palatka.  That makes it part of the navigable waters of the United States for Admiralty and Maritime Law purposes.  Even if the accident happened upstream of (south of) Palatka, the river is navigable in fact (thus part of the navigable waters of the United States) at least to Lake Harney where the NOAA/NOS navigation charts stop.  The lawyer letter you received is certainly enough to trigger the start of this period (be very certain to bring to your lawyer‰Ûªs attention anything else you may have gotten in writing from the ""buddy"" or anyone representing him).  Asking for your insurance information suggests to a reasonable person that the ""buddy"" is contemplating making a claim against you.  You wrote that your vessel ""was totaled"" and that the motor sat underwater for two weeks.  You did not mention lifejackets, fire extinguishers, or other gear or equipment (radio, fish finder, trolling motor, etc.).  Nevertheless, it is reasonable to conclude that ""soft tissue damage, pain, lost wages, and all kinds of other stuff"" will end up amounting to several times the scrap value of the wreckage and the fair market value of the waterlogged remainder.  A maritime attorney will know how to file an action for Limitation of or Exoneration from Liability; it can only be filed in the federal district court, as state courts do not have jurisdiction over limitation actions.  You will either have to surrender the vessel (and its gear, equipment, etc.) to the court, or post a bond equal to the value of the vessel after the allision.  (An allision is like a collision, but it involves striking a fixed object like a dock; a collision occurs when two vessels run into each other.)  The ""buddy,"" your neighbor (if his eye was injured), the dock owner, and everyone else who claims damages from this accident must bring them into this one proceeding or they are forever waived.  The judge, without a jury, will decide whether the accident was caused by negligence or fault.  If not, the case is over and you will not have to pay any damages.  If there was negligence or fault, then the judge will decide if you played some role in that (they call that privity or knowledge).  If not, your liability will be limited to the scrap value of the wreckage and the fair market value of the waterlogged remainder.  You absolutely must retain an attorney who is thoroughly knowledgeable and experienced in Maritime Law, one who can give you specific legal advice based on the particular facts and circumstances of your case. You can find such an attorney through the Florida Bar Association, the Southeastern Admiralty Law Institute, or the Maritime Law Association of the United States at the links below.  You can also use the ""Find a Lawyer"" link at the top of this web page."
1817362,"Unfortunately, without having all the specific details the answer is: ""probably not, but there is a possibility that you might be.""  Generally speaking, you are a resident of the state in which you are domiciled, which in plain English means where you have all your stuff and where you go to bed most nights.  However, under some very narrow circumstances it is possible to have two different states each treat you as a resident of that state.  The odds of that are very small, but if you're facing a situation where someone is claiming you're a resident of more than one state, then I would strongly urge you to consult with a competent tax attorney."
